id,date,attack_type,platform,description,impact,mitigation,source
1335,2020-08-11,Credential Harvesting,Corporate Network,Multiple unauthorized users compromised unpatched security flaws to move laterally across networks via man-in-the-middle attacks.,Customer data was potentially leaked.,Educate employees regarding phishing indicators.,CERT Advisory
1336,2022-02-14,Identity Theft,Website,Forensic analysis showed attackers conducted backup systems to deploy ransomware using cloud services.,Two devices were infected and required isolation.,Patch outdated systems immediately.,External Threat Feed
1337,2023-03-29,Malware Infection,WhatsApp,Security teams detected that unauthorized users executed web applications to escalate privileges through deepfake technology.,Multiple corporate accounts were accessed unlawfully.,Implement network segmentation to limit lateral movement.,Threat Intelligence Platform
1338,2022-12-30,Phishing Scam,Website,An investigation revealed that unauthorized users deployed social engineering tactics to conduct reconnaissance through third-party vendors.,Internal systems experienced minor disruption.,Educate employees regarding phishing indicators.,Law Enforcement Notification
1339,2020-12-29,DDoS Attack,Email,Multiple attackers leveraged network protocols to install backdoors through watering hole attacks.,Ransomware encrypted critical business files.,Educate employees regarding phishing indicators.,Internal SOC Report
1340,2024-10-10,Account Takeover,VPN,An investigation revealed that unauthorized users compromised cloud infrastructure to establish persistence through third-party vendors.,Several users reported financial loss.,Implement email filtering enhancements.,CERT Advisory
1341,2022-04-27,Business Email Compromise,Banking App,A coordinated campaign deployed phishing techniques to establish persistence through compromised websites.,Sensitive intellectual property was exfiltrated.,Enable advanced threat protection on email gateways.,Internal SOC Report
1342,2021-10-13,Ransomware Attack,Facebook,Multiple scammers leveraged cloud infrastructure to gain unauthorized access using social media.,"No direct financial loss, but credentials were exposed.",Deploy endpoint detection and response (EDR) solutions.,Law Enforcement Notification
1343,2022-06-14,Malware Infection,SMS,A widespread malware infection installed zero-day exploits to deploy ransomware using AI-generated content.,Internal systems experienced minor disruption.,Enable advanced threat protection on email gateways.,Threat Intelligence Platform
1344,2022-03-16,Account Takeover,Instagram,A sophisticated account takeover conducted exposed APIs to gain unauthorized access via network shares.,Internal systems experienced minor disruption.,Conduct security awareness training for all staff.,User Incident Report
1345,2023-02-08,Ransomware Attack,Corporate Network,A targeted campaign exploited cloud infrastructure to exfiltrate sensitive data using encrypted channels.,Customer data was potentially leaked.,Implement email filtering enhancements.,External Threat Feed
1346,2020-03-15,Malware Infection,Instagram,"Threat actors perpetrated database systems to exfiltrate sensitive data via command and control servers, targeting multiple organizations.",Two devices were infected and required isolation.,Enable MFA and reset all compromised credentials.,Threat Intelligence Platform
1347,2022-03-31,Credential Harvesting,Website,A large-scale campaign targeted phishing techniques to encrypt critical files via SMS messages.,Critical infrastructure systems were compromised.,Patch outdated systems immediately.,External Threat Feed
1348,2020-08-07,Phishing Scam,Corporate Network,Security teams detected that attackers orchestrated misconfigured servers to gain unauthorized access through email attachments.,Two devices were infected and required isolation.,Block malicious IP ranges and update firewall rules.,User Incident Report
1349,2022-09-10,DDoS Attack,WhatsApp,Forensic analysis showed cybercriminals orchestrated backup systems to establish persistence through deepfake technology.,Critical infrastructure systems were compromised.,Deploy endpoint detection and response (EDR) solutions.,External Threat Feed
1350,2020-08-06,Credential Harvesting,LinkedIn,Unauthorized users leveraged phishing techniques to steal credentials using privilege escalation.,Sensitive intellectual property was exfiltrated.,Run full malware scan and isolate infected hosts.,Threat Intelligence Platform
1351,2024-04-29,DDoS Attack,Website,Unauthorized users perpetrated outdated software versions to steal credentials.,The service was temporarily unavailable.,Conduct security awareness training for all staff.,Threat Intelligence Platform
1352,2023-02-26,Fake Investment Scam,Email,Attackers successfully executed stolen credentials to install backdoors through lateral movement.,Customer data was potentially leaked.,Enable advanced threat protection on email gateways.,Threat Intelligence Platform
1353,2024-08-04,Business Email Compromise,Instagram,"Malicious actors deployed corporate networks to move laterally across networks, resulting in data breach.","No direct financial loss, but credentials were exposed.",Deploy endpoint detection and response (EDR) solutions.,Internal SOC Report
1354,2023-10-12,Identity Theft,Website,A advanced campaign launched database systems to escalate privileges through SQL injection.,Critical infrastructure systems were compromised.,Patch outdated systems immediately.,Internal SOC Report
1355,2021-07-16,Credential Harvesting,Corporate Network,An investigation revealed that adversaries leveraged weak authentication to gain unauthorized access using AI-generated content.,The service was temporarily unavailable.,Implement email filtering enhancements.,User Incident Report
1356,2024-04-28,Credential Harvesting,Website,Threat actors conducted mobile applications to install backdoors via command and control servers during business hours.,Ransomware encrypted critical business files.,Deploy endpoint detection and response (EDR) solutions.,External Threat Feed
1357,2021-07-03,Ransomware Attack,Website,Hackers deployed mobile applications to exfiltrate sensitive data via supply chain attacks during business hours.,The service was temporarily unavailable.,Enable MFA and reset all compromised credentials.,CERT Advisory
1358,2024-03-05,Malware Infection,Banking App,Multiple cybercriminals deployed backup systems to steal credentials using drive-by downloads.,Critical infrastructure systems were compromised.,Educate employees regarding phishing indicators.,External Threat Feed
1359,2024-04-18,Phishing Scam,SMS,Malicious actors leveraged authentication mechanisms to gain unauthorized access through deepfake technology during business hours.,"No direct financial loss, but credentials were exposed.",Educate employees regarding phishing indicators.,External Threat Feed
1360,2022-09-12,Identity Theft,Website,A sophisticated identity theft installed network protocols to escalate privileges using privilege escalation.,Critical infrastructure systems were compromised.,Educate employees regarding phishing indicators.,CERT Advisory
